id,customer,date,car_make,car_model,year,mileage,price,payment_type,last_updated
56518,CarMax,2025-04-07,Toyota,Corolla,2021,103442.0,13046,Credit,2025-04-07T09:36:00
42763,AutoNation,2025-04-08,Honda,Civic,2023,87135.0,8077,Credit,2025-04-08T11:02:00
92387,Manheim,2025-04-08,Hyundai,Tucson,2016,112861.0,15914,Cash,2025-04-08T12:35:00
40954,Avis Budget Group,2025-04-08,Chevrolet,Cruze,2022,88611.0,19484,Credit,2025-04-08T05:35:00
41834,CarMax,2025-04-08,Chevrolet,Malibu,2018,75249.0,24283,Cash,2025-04-08T03:37:00
33928,Lithia Motors,2025-04-08,Hyundai,Santa Fe,2023,,15402,Loan,2025-04-08T00:01:00
97261,Enterprise Holdings,2025-04-08,Toyota,Camry,2021,43993.0,10030,Cash,2025-04-08T21:56:00
25128,Manheim,2025-04-09,Honda,Civic,2018,62977.0,17339,Cash,2025-04-09T09:50:00
88000,AutoNation,2025-04-09,Hyundai,Elantra,2020,14104.0,22440,,2025-04-09T13:15:00
47103,Hertz Global Holdings,2025-04-09,Toyota,Camry,2023,100422.0,16929,Loan,2025-04-09T03:58:00
16266,Manheim,2025-04-09,Toyota,RAV4,2022,22538.0,19486,Loan,2025-04-09T14:01:00
68442,Enterprise Holdings,2025-04-09,Toyota,RAV4,2015,119138.0,11176,Cash,2025-04-09T17:09:00
28806,,2025-04-09,Toyota,Corolla,2017,83343.0,13988,Loan,2025-04-09T15:17:00
19765,Sonic Automotive,2025-04-10,Honda,Accord,2015,111035.0,22672,Credit,2025-04-10T19:20:00
79276,CarMax,2025-04-10,Honda,Accord,2016,74804.0,12960,Cash,2025-04-10T14:19:00
82825,Copart,2025-04-10,Toyota,Camry,2019,66671.0,10965,Cash,2025-04-10T23:47:00
59877,Copart,2025-04-11,Hyundai,Santa Fe,2022,82603.0,12859,Loan,2025-04-11T15:57:00
44069,CarMax,2025-04-11,Honda,Civic,2017,93858.0,10369,Loan,2025-04-11T19:22:00
84917,Penske Automotive,2025-04-11,Toyota,Corolla,2020,64350.0,17769,Credit,2025-04-11T02:30:00
75904,Copart,2025-04-11,Toyota,RAV4,2018,36549.0,10775,Cash,2025-04-11T03:18:00
24450,Copart,2025-04-11,Ford,Escape,2016,108089.0,21388,Credit,2025-04-11T08:08:00
13460,Avis Budget Group,2025-04-12,Ford,Focus,2021,76149.0,22398,Loan,2025-04-12T17:38:00
88902,Sonic Automotive,2025-04-12,Toyota,Corolla,2017,76761.0,24961,Loan,2025-04-12T20:01:00
36605,Copart,2025-04-12,Hyundai,Elantra,2019,99972.0,8178,,2025-04-12T03:49:00
67852,CarMax,2025-04-12,Honda,Civic,2018,115688.0,21751,Loan,2025-04-12T04:58:00
18824,Enterprise Holdings,2025-04-12,Toyota,Camry,2015,67201.0,12927,Cash,2025-04-12T21:04:00
14893,Penske Automotive,2025-04-13,Toyota,Camry,2019,42935.0,20004,Credit,2025-04-13T17:18:00
12015,Hertz Global Holdings,2025-04-13,Chevrolet,Equinox,2016,27799.0,16242,Loan,2025-04-13T13:18:00
64048,AutoNation,2025-04-13,Hyundai,Tucson,2018,16549.0,9478,Credit,2025-04-13T18:53:00
72634,Manheim,2025-04-13,Toyota,Camry,2021,39247.0,18161,Loan,2025-04-13T17:25:00
14782,Manheim,2025-04-14,Hyundai,Santa Fe,2021,70291.0,6022,Credit,2025-04-14T04:24:00
74630,Avis Budget Group,2025-04-14,Chevrolet,Cruze,2019,72275.0,13315,Credit,2025-04-14T07:14:00
47295,Manheim,2025-04-14,Ford,Fusion,2021,70571.0,9009,Loan,2025-04-14T02:19:00
17001,CarMax,2025-04-14,Ford,Focus,2018,43197.0,12059,Loan,2025-04-14T07:47:00
94402,AutoNation,2025-04-15,Toyota,RAV4,2015,30647.0,18982,Cash,2025-04-15T08:53:00
94762,Copart,2025-04-15,Ford,Escape,2017,16232.0,23864,Credit,2025-04-15T19:13:00
53683,CarMax,2025-04-15,Chevrolet,Malibu,2023,24294.0,16279,Cash,2025-04-15T09:21:00
58681,Manheim,2025-04-15,Honda,Civic,2017,49154.0,8583,Loan,2025-04-15T01:26:00
15156,Lithia Motors,2025-04-15,Chevrolet,Cruze,2017,103323.0,8380,Cash,2025-04-15T04:10:00
25982,Avis Budget Group,2025-04-15,Toyota,RAV4,2016,102485.0,22195,Cash,2025-04-15T03:23:00
32295,Avis Budget Group,2025-04-16,Ford,Fusion,2023,103295.0,10989,Cash,2025-04-16T21:05:00
69933,AutoNation,2025-04-16,Ford,Fusion,2021,103506.0,13473,Cash,2025-04-16T20:26:00
77168,,2025-04-16,Hyundai,Santa Fe,2018,11862.0,10135,,2025-04-16T10:45:00
26143,Hertz Global Holdings,2025-04-16,Toyota,Corolla,2023,16530.0,10696,Credit,2025-04-16T14:59:00
41602,Penske Automotive,2025-04-16,Ford,Fusion,2018,23265.0,10874,Loan,2025-04-16T08:00:00
34002,Hertz Global Holdings,2025-04-16,Chevrolet,Cruze,2020,34360.0,21933,Cash,2025-04-16T17:55:00
77371,Sonic Automotive,2025-04-17,Ford,Fusion,2018,71822.0,9550,Credit,2025-04-17T10:21:00
81022,Penske Automotive,2025-04-17,Toyota,Camry,2023,50675.0,23799,Loan,2025-04-17T01:38:00
81623,,2025-04-17,Hyundai,Santa Fe,2017,36051.0,17528,Credit,2025-04-17T10:43:00
28646,,2025-04-17,Chevrolet,Malibu,2022,,12532,Cash,2025-04-17T18:40:00
47731,Penske Automotive,2025-04-18,Chevrolet,Cruze,2021,76617.0,19716,Credit,2025-04-18T13:17:00
47918,,2025-04-18,Chevrolet,Equinox,2022,10399.0,16059,Loan,2025-04-18T08:19:00
92540,Hertz Global Holdings,2025-04-18,Hyundai,Elantra,2022,11887.0,24572,Loan,2025-04-18T05:12:00
67516,AutoNation,2025-04-19,Honda,Civic,2018,13864.0,8843,Credit,2025-04-19T05:21:00
87025,Penske Automotive,2025-04-19,Toyota,RAV4,2019,116432.0,6722,Loan,2025-04-19T17:55:00
42510,,2025-04-19,Chevrolet,Cruze,2023,43939.0,21537,Loan,2025-04-19T01:28:00
45872,AutoNation,2025-04-19,Ford,Escape,2018,10965.0,11655,Loan,2025-04-19T22:59:00
50077,Lithia Motors,2025-04-20,Ford,Fusion,2021,26948.0,12952,Loan,2025-04-20T17:51:00
40126,AutoNation,2025-04-20,Honda,Accord,2018,49851.0,20955,Loan,2025-04-20T01:19:00
87187,Enterprise Holdings,2025-04-20,Hyundai,Santa Fe,2017,14953.0,14946,,2025-04-20T00:17:00
47241,Penske Automotive,2025-04-20,Chevrolet,Cruze,2019,86033.0,6256,Cash,2025-04-20T17:31:00
21455,Penske Automotive,2025-04-21,Chevrolet,Malibu,2015,53454.0,7323,Credit,2025-04-21T15:17:00
14543,AutoNation,2025-04-21,Chevrolet,Equinox,2023,31894.0,15329,Credit,2025-04-21T10:45:00
31230,Manheim,2025-04-21,Hyundai,Tucson,2015,53043.0,7571,Cash,2025-04-21T06:31:00
13396,CarMax,2025-04-21,Ford,Fusion,2018,106356.0,24293,Credit,2025-04-21T11:07:00
70425,AutoNation,2025-04-21,Chevrolet,Malibu,2018,,5781,Loan,2025-04-21T07:25:00
27523,Sonic Automotive,2025-04-21,Ford,Fusion,2018,101719.0,22818,Cash,2025-04-21T09:37:00
14539,Enterprise Holdings,2025-04-22,Honda,CR-V,2023,39430.0,17250,,2025-04-22T14:58:00
45538,Manheim,2025-04-22,Ford,Escape,2016,99787.0,18968,Cash,2025-04-22T15:56:00
93887,Hertz Global Holdings,2025-04-22,Ford,Fusion,2015,22491.0,16904,Credit,2025-04-22T04:48:00
53256,Hertz Global Holdings,2025-04-22,Honda,Accord,2018,37245.0,16935,Credit,2025-04-22T11:34:00
32340,Hertz Global Holdings,2025-04-22,Honda,Accord,2015,,11026,Cash,2025-04-22T21:53:00
83275,Sonic Automotive,2025-04-22,Ford,Focus,2022,17375.0,6749,Cash,2025-04-22T12:58:00
66658,Sonic Automotive,2025-04-23,Ford,Escape,2023,93600.0,14828,,2025-04-23T12:30:00
48756,Sonic Automotive,2025-04-23,Toyota,Corolla,2021,91105.0,21474,Cash,2025-04-23T09:05:00
88894,Lithia Motors,2025-04-23,Honda,CR-V,2017,26432.0,15855,Loan,2025-04-23T06:36:00
90030,Lithia Motors,2025-04-23,Ford,Focus,2023,,8137,Loan,2025-04-23T04:32:00
15571,Hertz Global Holdings,2025-04-23,Hyundai,Elantra,2021,29370.0,19090,Credit,2025-04-23T19:03:00
31052,Enterprise Holdings,2025-04-24,Chevrolet,Malibu,2018,60137.0,11423,Cash,2025-04-24T09:08:00
67906,Enterprise Holdings,2025-04-24,Chevrolet,Equinox,2015,31443.0,9684,Cash,2025-04-24T13:11:00
46451,CarMax,2025-04-24,Hyundai,Santa Fe,2021,72590.0,14865,Loan,2025-04-24T17:40:00
37462,CarMax,2025-04-24,Ford,Escape,2017,118897.0,8651,Loan,2025-04-24T23:08:00
27699,Avis Budget Group,2025-04-24,Toyota,Corolla,2017,32350.0,24102,Loan,2025-04-24T23:30:00
72343,,2025-04-24,Toyota,Corolla,2019,68335.0,15882,Credit,2025-04-24T00:40:00
95657,Avis Budget Group,2025-04-25,Hyundai,Elantra,2015,43054.0,5207,Credit,2025-04-25T09:19:00
13407,Hertz Global Holdings,2025-04-25,Hyundai,Santa Fe,2020,22695.0,11573,Loan,2025-04-25T01:33:00
39305,Sonic Automotive,2025-04-25,Hyundai,Santa Fe,2018,111330.0,6405,,2025-04-25T12:32:00
97528,Lithia Motors,2025-04-25,Hyundai,Elantra,2022,88129.0,22684,Cash,2025-04-25T18:54:00
94062,CarMax,2025-04-25,Toyota,Camry,2015,87737.0,6212,Cash,2025-04-25T10:19:00
23010,,2025-04-25,Honda,Accord,2018,83964.0,18481,Loan,2025-04-25T02:13:00
86068,CarMax,2025-04-26,Ford,Fusion,2015,73349.0,11783,Loan,2025-04-26T13:30:00
97900,AutoNation,2025-04-26,Chevrolet,Equinox,2019,,22689,Loan,2025-04-26T13:55:00
56758,AutoNation,2025-04-26,Honda,Civic,2015,46187.0,9418,Loan,2025-04-26T16:55:00
18317,Manheim,2025-04-26,Hyundai,Tucson,2016,16101.0,5141,Cash,2025-04-26T10:51:00
95601,AutoNation,2025-04-27,Toyota,RAV4,2017,26959.0,21814,,2025-04-27T20:15:00
59430,Avis Budget Group,2025-04-27,Ford,Fusion,2021,46842.0,12867,Credit,2025-04-27T02:04:00
24986,,2025-04-27,Hyundai,Santa Fe,2023,83264.0,12475,Cash,2025-04-27T06:26:00
18152,Manheim,2025-04-27,Hyundai,Elantra,2023,107144.0,16690,Credit,2025-04-27T12:56:00
63145,Penske Automotive,2025-04-28,Honda,Accord,2020,108340.0,18401,Cash,2025-04-28T12:44:00
88437,,2025-04-28,Hyundai,Tucson,2020,72151.0,5715,Cash,2025-04-28T08:57:00
32996,Avis Budget Group,2025-04-28,Chevrolet,Malibu,2019,16900.0,13647,Credit,2025-04-28T10:16:00
74741,AutoNation,2025-04-29,Ford,Escape,2021,34987.0,21011,Cash,2025-04-29T08:54:00
10505,Manheim,2025-04-29,Chevrolet,Cruze,2019,,10812,Loan,2025-04-29T01:05:00
43568,Enterprise Holdings,2025-04-29,Toyota,Corolla,2022,114054.0,24186,,2025-04-29T15:21:00
45980,Sonic Automotive,2025-04-29,Toyota,Camry,2023,90485.0,16748,Loan,2025-04-29T11:20:00
59644,Copart,2025-04-29,Honda,Accord,2023,82104.0,5870,Credit,2025-04-29T07:39:00
59015,AutoNation,2025-04-30,Honda,Accord,2016,19881.0,22644,Credit,2025-04-30T17:04:00
40401,Manheim,2025-04-30,Toyota,Corolla,2020,53181.0,11911,,2025-04-30T01:45:00
97947,,2025-04-30,Chevrolet,Cruze,2020,84161.0,16123,Credit,2025-04-30T14:52:00
31109,Enterprise Holdings,2025-04-30,Hyundai,Tucson,2023,31895.0,20758,Credit,2025-04-30T21:06:00
34632,Penske Automotive,2025-04-30,Honda,Accord,2017,78880.0,14928,Cash,2025-04-30T11:21:00
60069,Copart,2025-05-01,Hyundai,Santa Fe,2021,66384.0,7315,Credit,2025-05-01T14:24:00
81985,Manheim,2025-05-01,Hyundai,Santa Fe,2021,66331.0,18568,,2025-05-01T07:59:00
98205,Lithia Motors,2025-05-01,Hyundai,Tucson,2019,21287.0,9920,Cash,2025-05-01T21:45:00
38851,CarMax,2025-05-02,Honda,CR-V,2020,81256.0,10013,Cash,2025-05-02T09:28:00
24342,AutoNation,2025-05-02,Ford,Focus,2019,35963.0,24116,,2025-05-02T02:30:00
15124,AutoNation,2025-05-02,Honda,Accord,2021,98338.0,20213,Cash,2025-05-02T03:36:00
61652,Copart,2025-05-02,Toyota,Camry,2015,,20665,Loan,2025-05-02T15:23:00
93172,Lithia Motors,2025-05-02,Ford,Escape,2018,53788.0,21946,Credit,2025-05-02T05:51:00
91920,Enterprise Holdings,2025-05-02,Toyota,Camry,2020,67623.0,21318,Loan,2025-05-02T04:24:00
24077,Hertz Global Holdings,2025-05-03,Toyota,Camry,2015,65799.0,12494,Loan,2025-05-03T00:07:00
46055,Sonic Automotive,2025-05-03,Chevrolet,Equinox,2018,16209.0,8868,Credit,2025-05-03T23:22:00
71803,Hertz Global Holdings,2025-05-03,Honda,CR-V,2023,92128.0,20667,Credit,2025-05-03T19:11:00
84002,,2025-05-03,Chevrolet,Equinox,2021,28753.0,21139,Loan,2025-05-03T07:37:00
67549,Manheim,2025-05-04,Hyundai,Santa Fe,2021,110432.0,19909,,2025-05-04T22:22:00
69530,Enterprise Holdings,2025-05-04,Honda,Accord,2019,65048.0,13970,Cash,2025-05-04T12:45:00
68704,Enterprise Holdings,2025-05-04,Ford,Escape,2016,99550.0,21441,Credit,2025-05-04T21:16:00
64263,,2025-05-04,Hyundai,Tucson,2016,13239.0,10989,Loan,2025-05-04T10:08:00
87433,,2025-05-04,Ford,Escape,2022,54171.0,11553,,2025-05-04T09:36:00
25375,Lithia Motors,2025-05-05,Honda,CR-V,2015,20275.0,9055,,2025-05-05T01:29:00
54707,Avis Budget Group,2025-05-05,Hyundai,Tucson,2019,78351.0,17335,Cash,2025-05-05T14:45:00
84138,Copart,2025-05-05,Toyota,RAV4,2021,30155.0,7052,Credit,2025-05-05T00:48:00
27133,Sonic Automotive,2025-05-05,Honda,Civic,2015,68365.0,16399,Cash,2025-05-05T07:31:00
70816,Manheim,2025-05-05,Honda,Civic,2021,104099.0,12445,,2025-05-05T05:23:00
28204,Avis Budget Group,2025-05-05,Hyundai,Santa Fe,2015,18175.0,16145,Cash,2025-05-05T16:32:00
49101,Hertz Global Holdings,2025-05-06,Hyundai,Elantra,2015,16985.0,9974,Loan,2025-05-06T05:45:00
78471,,2025-05-06,Ford,Focus,2022,,14647,Cash,2025-05-06T02:14:00
46577,Hertz Global Holdings,2025-05-06,Ford,Focus,2020,25244.0,8173,,2025-05-06T05:38:00
10286,Penske Automotive,2025-05-07,Hyundai,Santa Fe,2016,66132.0,7491,,2025-05-07T22:29:00
17185,Sonic Automotive,2025-05-07,Chevrolet,Equinox,2021,77956.0,10296,Credit,2025-05-07T17:02:00
15271,Manheim,2025-05-07,Chevrolet,Equinox,2021,,20943,Cash,2025-05-07T12:45:00
22535,Sonic Automotive,2025-05-07,Toyota,Corolla,2022,74396.0,11672,Credit,2025-05-07T19:29:00
15142,CarMax,2025-05-07,Hyundai,Tucson,2018,94991.0,13102,Cash,2025-05-07T05:41:00
34768,Avis Budget Group,2025-05-07,Ford,Escape,2021,52576.0,15956,Loan,2025-05-07T02:09:00
10625,Avis Budget Group,2025-05-08,Toyota,RAV4,2017,17208.0,17669,Cash,2025-05-08T10:07:00
90710,Hertz Global Holdings,2025-05-08,Ford,Focus,2020,40239.0,24683,Cash,2025-05-08T11:29:00
69165,Sonic Automotive,2025-05-08,Honda,CR-V,2021,93016.0,13672,Cash,2025-05-08T07:25:00
31718,CarMax,2025-05-08,Chevrolet,Malibu,2023,72754.0,20176,Loan,2025-05-08T20:58:00
24595,Copart,2025-05-09,Honda,Civic,2023,79520.0,23772,Credit,2025-05-09T12:48:00
97571,,2025-05-09,Toyota,Corolla,2023,24529.0,6192,Loan,2025-05-09T10:56:00
20934,,2025-05-09,Ford,Focus,2022,35337.0,11967,Credit,2025-05-09T00:33:00
38430,Avis Budget Group,2025-05-09,Ford,Fusion,2021,107465.0,24217,Credit,2025-05-09T07:20:00
95536,Copart,2025-05-09,Chevrolet,Malibu,2018,10300.0,11951,Cash,2025-05-09T07:34:00
71194,AutoNation,2025-05-10,Toyota,Camry,2020,33362.0,16754,Loan,2025-05-10T18:37:00
54431,Lithia Motors,2025-05-10,Chevrolet,Malibu,2017,100283.0,16066,,2025-05-10T19:23:00
45606,Lithia Motors,2025-05-10,Ford,Focus,2016,23177.0,21282,Cash,2025-05-10T06:33:00
80437,AutoNation,2025-05-10,Ford,Focus,2020,71850.0,8263,Cash,2025-05-10T12:52:00
31688,Sonic Automotive,2025-05-11,Ford,Focus,2016,101533.0,17766,Credit,2025-05-11T11:31:00
87523,,2025-05-11,Chevrolet,Equinox,2023,103481.0,9322,Loan,2025-05-11T18:04:00
87038,Avis Budget Group,2025-05-11,Ford,Escape,2018,111660.0,13509,,2025-05-11T02:03:00
68193,Lithia Motors,2025-05-11,Toyota,RAV4,2020,99168.0,18565,Credit,2025-05-11T22:14:00
60664,Hertz Global Holdings,2025-05-11,Hyundai,Elantra,2017,43095.0,24778,,2025-05-11T06:01:00
71538,Sonic Automotive,2025-05-11,Ford,Escape,2015,,18046,,2025-05-11T23:01:00
61537,Penske Automotive,2025-05-12,Honda,Accord,2022,55399.0,16690,Loan,2025-05-12T07:19:00
28953,Sonic Automotive,2025-05-12,Ford,Escape,2017,90766.0,7364,Cash,2025-05-12T01:54:00
10781,Copart,2025-05-12,Honda,Civic,2018,35568.0,14484,Loan,2025-05-12T14:43:00
94896,Hertz Global Holdings,2025-05-12,Hyundai,Santa Fe,2019,77638.0,24813,Credit,2025-05-12T09:03:00
77351,Enterprise Holdings,2025-05-13,Ford,Fusion,2019,30548.0,23069,Cash,2025-05-13T01:46:00
21529,Lithia Motors,2025-05-13,Hyundai,Santa Fe,2015,84103.0,17076,Cash,2025-05-13T20:37:00
39863,Manheim,2025-05-13,Ford,Escape,2018,119018.0,12010,Cash,2025-05-13T23:15:00
37184,Enterprise Holdings,2025-05-13,Chevrolet,Malibu,2019,45245.0,16607,Credit,2025-05-13T14:17:00
92751,Enterprise Holdings,2025-05-13,Ford,Focus,2018,68276.0,6175,,2025-05-13T19:00:00
35171,,2025-05-13,Ford,Escape,2020,115282.0,13922,Loan,2025-05-13T09:46:00
24221,Lithia Motors,2025-05-14,Ford,Fusion,2023,48199.0,5758,,2025-05-14T16:02:00
42259,Sonic Automotive,2025-05-14,Ford,Focus,2016,111101.0,11527,Cash,2025-05-14T05:41:00
33686,Sonic Automotive,2025-05-14,Honda,CR-V,2017,53512.0,9786,Credit,2025-05-14T11:18:00
71953,Hertz Global Holdings,2025-05-14,Ford,Escape,2023,,9119,Cash,2025-05-14T13:20:00
16820,CarMax,2025-05-15,Chevrolet,Equinox,2022,,16387,Loan,2025-05-15T18:05:00
63143,,2025-05-15,Chevrolet,Equinox,2022,84711.0,10771,Credit,2025-05-15T23:41:00
16116,Copart,2025-05-15,Honda,Accord,2020,102392.0,16131,Cash,2025-05-15T05:22:00
23135,Manheim,2025-05-15,Chevrolet,Malibu,2020,33438.0,10033,Loan,2025-05-15T06:53:00
32002,,2025-05-15,Chevrolet,Equinox,2021,27333.0,15405,,2025-05-15T21:11:00
48996,Copart,2025-05-16,Toyota,Corolla,2016,,8445,Credit,2025-05-16T08:24:00
16134,Avis Budget Group,2025-05-16,Ford,Escape,2019,29790.0,19754,Loan,2025-05-16T12:09:00
50898,Sonic Automotive,2025-05-16,Honda,Civic,2021,24471.0,22795,Credit,2025-05-16T05:27:00
98543,Avis Budget Group,2025-05-16,Hyundai,Elantra,2016,105522.0,24624,Cash,2025-05-16T07:30:00
69688,Penske Automotive,2025-05-16,Hyundai,Santa Fe,2019,,7100,Credit,2025-05-16T12:23:00
54762,Copart,2025-05-17,Ford,Fusion,2020,98660.0,9289,Loan,2025-05-17T12:52:00
42554,Manheim,2025-05-17,Toyota,Corolla,2023,21774.0,15616,Credit,2025-05-17T19:16:00
41919,Penske Automotive,2025-05-17,Ford,Fusion,2021,118082.0,16880,Cash,2025-05-17T12:43:00
50303,AutoNation,2025-05-17,Ford,Escape,2019,,5946,Cash,2025-05-17T15:18:00
28556,,2025-05-17,Honda,CR-V,2018,81023.0,7112,Loan,2025-05-17T18:24:00
57927,Penske Automotive,2025-05-18,Hyundai,Elantra,2018,13957.0,24022,Loan,2025-05-18T09:58:00
15596,Penske Automotive,2025-05-18,Hyundai,Santa Fe,2018,103652.0,5815,Credit,2025-05-18T12:34:00
39202,Copart,2025-05-18,Toyota,RAV4,2019,89010.0,16891,Loan,2025-05-18T23:24:00
22000,Avis Budget Group,2025-05-18,Honda,CR-V,2017,11624.0,17096,Loan,2025-05-18T09:06:00
41925,Hertz Global Holdings,2025-05-18,Toyota,Camry,2020,82618.0,7109,Loan,2025-05-18T17:21:00
69484,Hertz Global Holdings,2025-05-19,Toyota,RAV4,2018,98961.0,18276,Loan,2025-05-19T12:01:00
88525,Penske Automotive,2025-05-19,Ford,Fusion,2020,25830.0,13585,Credit,2025-05-19T07:33:00
70418,Avis Budget Group,2025-05-19,Ford,Focus,2015,29798.0,22297,Cash,2025-05-19T14:16:00
82016,Sonic Automotive,2025-05-20,Hyundai,Santa Fe,2022,93975.0,14240,Credit,2025-05-20T15:03:00
57624,Sonic Automotive,2025-05-20,Honda,Civic,2019,26498.0,6052,,2025-05-20T10:27:00
62247,AutoNation,2025-05-20,Toyota,Corolla,2020,26584.0,11646,Loan,2025-05-20T20:13:00
76015,Avis Budget Group,2025-05-20,Honda,Civic,2017,55181.0,10760,Loan,2025-05-20T19:44:00
48092,Copart,2025-05-20,Hyundai,Elantra,2015,13282.0,5121,Loan,2025-05-20T17:47:00
69647,Enterprise Holdings,2025-05-21,Honda,Accord,2023,,13039,Credit,2025-05-21T02:42:00
29079,Copart,2025-05-21,Chevrolet,Malibu,2015,71430.0,16036,Credit,2025-05-21T10:52:00
12523,CarMax,2025-05-21,Toyota,Camry,2021,49534.0,12304,Cash,2025-05-21T22:14:00
29979,Sonic Automotive,2025-05-21,Ford,Escape,2018,111734.0,9966,Credit,2025-05-21T02:11:00
89252,Sonic Automotive,2025-05-21,Toyota,Camry,2017,88531.0,10620,Cash,2025-05-21T19:42:00
25187,Sonic Automotive,2025-05-22,Honda,Accord,2020,21323.0,11521,Credit,2025-05-22T20:18:00
20950,Sonic Automotive,2025-05-22,Hyundai,Santa Fe,2020,111777.0,24492,Loan,2025-05-22T08:57:00
24108,CarMax,2025-05-22,Honda,Accord,2017,25029.0,7309,Credit,2025-05-22T05:40:00
37258,Copart,2025-05-23,Ford,Fusion,2019,95580.0,15718,Cash,2025-05-23T05:08:00
84484,Hertz Global Holdings,2025-05-23,Hyundai,Tucson,2018,119703.0,7879,Cash,2025-05-23T08:09:00
29826,AutoNation,2025-05-23,Ford,Escape,2021,45924.0,14504,Loan,2025-05-23T10:56:00
37720,Enterprise Holdings,2025-05-23,Ford,Focus,2015,114904.0,7053,,2025-05-23T19:26:00
59941,Manheim,2025-05-23,Chevrolet,Cruze,2022,103440.0,22125,Loan,2025-05-23T19:45:00
47748,Manheim,2025-05-24,Hyundai,Tucson,2016,47641.0,9383,,2025-05-24T00:53:00
55963,CarMax,2025-05-24,Hyundai,Elantra,2021,84902.0,24502,Loan,2025-05-24T05:25:00
89644,Manheim,2025-05-24,Chevrolet,Cruze,2019,36185.0,19400,Loan,2025-05-24T05:50:00
95276,Hertz Global Holdings,2025-05-25,Honda,Accord,2022,44924.0,23773,Cash,2025-05-25T18:13:00
94505,Enterprise Holdings,2025-05-25,Hyundai,Tucson,2017,106759.0,7528,Loan,2025-05-25T07:10:00
17629,Manheim,2025-05-25,Hyundai,Tucson,2015,,14087,Credit,2025-05-25T12:04:00
42981,Avis Budget Group,2025-05-26,Honda,Accord,2022,101418.0,16761,Loan,2025-05-26T02:11:00
26311,,2025-05-26,Ford,Escape,2021,82552.0,10567,Credit,2025-05-26T11:10:00
12558,Avis Budget Group,2025-05-26,Ford,Focus,2023,19249.0,14560,Cash,2025-05-26T16:26:00
78903,Copart,2025-05-26,Ford,Escape,2021,22826.0,13119,Credit,2025-05-26T20:03:00
43340,CarMax,2025-05-26,Ford,Fusion,2015,30301.0,13716,Loan,2025-05-26T09:04:00
27195,Hertz Global Holdings,2025-05-26,Honda,CR-V,2018,19888.0,19299,Credit,2025-05-26T21:10:00
18480,Copart,2025-05-27,Chevrolet,Cruze,2018,107170.0,9306,Cash,2025-05-27T11:29:00
62925,Avis Budget Group,2025-05-27,Honda,CR-V,2017,26541.0,12152,Cash,2025-05-27T11:57:00
84602,Hertz Global Holdings,2025-05-27,Honda,Civic,2017,10701.0,17249,,2025-05-27T21:13:00
75769,CarMax,2025-05-27,Honda,Accord,2021,109312.0,23325,Loan,2025-05-27T07:42:00
