sales_id,customer,date,car_make,car_model,year,mileage,price,payment_type,last_updated,mileage_bin,vehicle_age
24,Penske Automotive,2025-04-07,Chevrolet,Malibu,2018,87141.0,5679,Loan,2025-04-07 23:53:00,High,7
25,Unknown,2025-04-07,Toyota,RAV4,2017,51994.625,19133,Loan,2025-04-07 07:44:00,Medium,8
26,Lithia Motors,2025-04-07,Toyota,Corolla,2017,59562.0,19490,Cash,2025-04-07 09:03:00,Medium,8
27,Copart,2025-04-07,Hyundai,Tucson,2020,27271.0,24845,Cash,2025-04-07 16:39:00,Low,5
28,Enterprise Holdings,2025-04-07,Honda,CR-V,2022,104675.0,19794,Credit,2025-04-07 12:40:00,Very High,3
29,Enterprise Holdings,2025-04-08,Toyota,Corolla,2015,58764.0,16429,Loan,2025-04-08 05:19:00,Medium,10
30,Avis Budget Group,2025-04-08,Toyota,Camry,2020,18652.0,21404,Cash,2025-04-08 07:06:00,Low,5
31,CarMax,2025-04-08,Ford,Escape,2019,19385.0,5593,Loan,2025-04-08 07:31:00,Low,6
32,Enterprise Holdings,2025-04-09,Honda,CR-V,2016,32518.0,24796,Cash,2025-04-09 08:34:00,Medium,9
33,Copart,2025-04-09,Ford,Escape,2019,68479.0,18533,Cash,2025-04-09 07:09:00,High,6
34,Lithia Motors,2025-04-09,Chevrolet,Cruze,2016,70322.0,23844,Credit,2025-04-09 20:22:00,High,9
35,Lithia Motors,2025-04-09,Ford,Focus,2022,96749.0,6966,Loan,2025-04-09 21:43:00,Very High,3
36,Unknown,2025-04-09,Hyundai,Elantra,2016,112688.0,7852,Credit,2025-04-09 02:20:00,Very High,9
37,Unknown,2025-04-10,Honda,CR-V,2022,106254.0,14597,Loan,2025-04-10 13:43:00,Very High,3
38,Avis Budget Group,2025-04-10,Chevrolet,Cruze,2019,108464.0,13938,Credit,2025-04-10 07:37:00,Very High,6
39,AutoNation,2025-04-10,Hyundai,Tucson,2023,100909.0,9049,Credit,2025-04-10 01:32:00,Very High,2
40,AutoNation,2025-04-10,Toyota,Corolla,2018,65658.0,21206,Cash,2025-04-10 19:22:00,High,7
41,Unknown,2025-04-11,Chevrolet,Cruze,2022,97634.0,10907,Credit,2025-04-11 16:04:00,Very High,3
42,Enterprise Holdings,2025-04-11,Honda,CR-V,2017,61409.9375,20212,Cash,2025-04-11 14:26:00,High,8
43,Lithia Motors,2025-04-11,Toyota,Camry,2016,25656.0,15615,Cash,2025-04-11 18:04:00,Low,9
44,Copart,2025-04-11,Honda,Accord,2022,69726.0,6068,Cash,2025-04-11 10:05:00,High,3
45,Unknown,2025-04-11,Honda,Civic,2016,95780.0,15967,Loan,2025-04-11 00:23:00,Very High,9
46,AutoNation,2025-04-12,Honda,Civic,2019,114352.0,20760,Cash,2025-04-12 11:27:00,Very High,6
47,AutoNation,2025-04-12,Toyota,Camry,2016,75276.0,13172,Cash,2025-04-12 02:03:00,High,9
48,Sonic Automotive,2025-04-12,Honda,Civic,2018,57386.0,24064,Credit,2025-04-12 13:09:00,Medium,7
49,Unknown,2025-04-12,Toyota,Corolla,2022,101287.0,19479,Credit,2025-04-12 00:11:00,Very High,3
50,Unknown,2025-04-13,Hyundai,Santa Fe,2023,66120.9,8629,Credit,2025-04-13 12:05:00,High,2
51,Lithia Motors,2025-04-13,Honda,Civic,2015,49392.0,22649,Loan,2025-04-13 20:30:00,Medium,10
52,Unknown,2025-04-13,Chevrolet,Equinox,2022,76790.0,18354,Loan,2025-04-13 23:54:00,High,3
53,CarMax,2025-04-13,Hyundai,Elantra,2019,29138.0,5534,Credit,2025-04-13 05:39:00,Low,6
54,AutoNation,2025-04-13,Ford,Fusion,2021,116864.0,13918,Loan,2025-04-13 21:29:00,Very High,4
55,AutoNation,2025-04-13,Honda,Accord,2017,118452.0,22306,Loan,2025-04-13 23:30:00,Very High,8
56,Penske Automotive,2025-04-14,Hyundai,Elantra,2018,92173.0,24983,Cash,2025-04-14 13:32:00,Very High,7
57,Copart,2025-04-14,Hyundai,Santa Fe,2020,66120.9,24344,Loan,2025-04-14 01:28:00,High,5
58,Penske Automotive,2025-04-14,Honda,Accord,2019,114046.0,6106,Credit,2025-04-14 09:51:00,Very High,6
59,Avis Budget Group,2025-04-14,Toyota,RAV4,2017,82912.0,6270,Loan,2025-04-14 04:45:00,High,8
60,Hertz Global Holdings,2025-04-15,Honda,CR-V,2019,114730.0,9403,Unknown,2025-04-15 08:22:00,Very High,6
61,Manheim,2025-04-15,Chevrolet,Malibu,2017,96227.0,7073,Loan,2025-04-15 14:52:00,Very High,8
62,AutoNation,2025-04-15,Ford,Focus,2016,25052.0,8676,Cash,2025-04-15 03:52:00,Low,9
63,Avis Budget Group,2025-04-15,Ford,Escape,2021,35286.0,12033,Cash,2025-04-15 23:31:00,Medium,4
64,Hertz Global Holdings,2025-04-15,Ford,Focus,2023,97127.0,19736,Cash,2025-04-15 11:47:00,Very High,2
65,Manheim,2025-04-15,Hyundai,Santa Fe,2020,14264.0,14094,Credit,2025-04-15 23:12:00,Low,5
66,Copart,2025-04-16,Toyota,Camry,2023,107544.0,16291,Cash,2025-04-16 05:53:00,Very High,2
67,Avis Budget Group,2025-04-16,Honda,Accord,2015,92816.0,22712,Unknown,2025-04-16 05:09:00,Very High,10
68,CarMax,2025-04-16,Toyota,Camry,2019,90869.0,21353,Credit,2025-04-16 07:08:00,Very High,6
69,Lithia Motors,2025-04-17,Toyota,Corolla,2021,76445.0,5203,Credit,2025-04-17 05:42:00,High,4
70,Hertz Global Holdings,2025-04-17,Hyundai,Elantra,2015,42133.0,24497,Credit,2025-04-17 01:04:00,Medium,10
71,Sonic Automotive,2025-04-17,Toyota,RAV4,2021,79956.0,18065,Unknown,2025-04-17 18:55:00,High,4
72,Manheim,2025-04-17,Chevrolet,Cruze,2018,63443.0,21595,Credit,2025-04-17 22:55:00,High,7
73,Sonic Automotive,2025-04-17,Hyundai,Elantra,2017,76596.0,5197,Credit,2025-04-17 22:41:00,High,8
74,Copart,2025-04-17,Hyundai,Elantra,2023,14218.0,18071,Loan,2025-04-17 08:33:00,Low,2
75,Avis Budget Group,2025-04-18,Hyundai,Santa Fe,2019,108171.0,18321,Credit,2025-04-18 23:33:00,Very High,6
76,Enterprise Holdings,2025-04-18,Hyundai,Tucson,2015,106994.0,17822,Unknown,2025-04-18 04:03:00,Very High,10
77,Avis Budget Group,2025-04-18,Honda,Civic,2022,77677.0,22980,Cash,2025-04-18 11:21:00,High,3
78,Lithia Motors,2025-04-18,Hyundai,Elantra,2015,51867.0,6333,Unknown,2025-04-18 17:57:00,Medium,10
79,Lithia Motors,2025-04-18,Honda,Civic,2019,86720.0,12353,Loan,2025-04-18 03:25:00,High,6
80,Copart,2025-04-19,Chevrolet,Equinox,2019,75087.0,10729,Cash,2025-04-19 17:16:00,High,6
81,Avis Budget Group,2025-04-19,Toyota,Corolla,2019,21204.0,14063,Credit,2025-04-19 05:40:00,Low,6
82,AutoNation,2025-04-19,Honda,Accord,2015,81642.0,15271,Loan,2025-04-19 07:57:00,High,10
83,Unknown,2025-04-19,Hyundai,Elantra,2023,83129.0,10898,Unknown,2025-04-19 02:05:00,High,2
84,Hertz Global Holdings,2025-04-19,Chevrolet,Equinox,2017,25329.0,20426,Cash,2025-04-19 09:03:00,Low,8
85,Lithia Motors,2025-04-19,Hyundai,Tucson,2022,52138.0,17235,Cash,2025-04-19 16:27:00,Medium,3
86,AutoNation,2025-04-20,Honda,Accord,2021,80508.0,10552,Credit,2025-04-20 23:49:00,High,4
87,Penske Automotive,2025-04-20,Honda,Civic,2016,56317.0,15748,Cash,2025-04-20 16:48:00,Medium,9
88,Enterprise Holdings,2025-04-20,Honda,Accord,2015,92961.0,5691,Cash,2025-04-20 14:11:00,Very High,10
89,Lithia Motors,2025-04-20,Honda,Accord,2016,95518.0,20580,Cash,2025-04-20 19:53:00,Very High,9
90,Hertz Global Holdings,2025-04-20,Honda,Civic,2022,102644.0,20599,Cash,2025-04-20 00:53:00,Very High,3
91,AutoNation,2025-04-20,Toyota,Corolla,2023,71052.0,7295,Credit,2025-04-20 00:05:00,High,2
92,AutoNation,2025-04-21,Honda,Accord,2018,114797.0,5329,Cash,2025-04-21 00:23:00,Very High,7
93,AutoNation,2025-04-21,Toyota,Corolla,2017,89742.0,17773,Cash,2025-04-21 07:58:00,High,8
94,Manheim,2025-04-21,Ford,Escape,2017,94006.0,21875,Loan,2025-04-21 05:21:00,Very High,8
95,Enterprise Holdings,2025-04-22,Honda,Civic,2015,114196.0,14873,Credit,2025-04-22 15:42:00,Very High,10
96,Unknown,2025-04-22,Hyundai,Elantra,2015,47558.0,11601,Unknown,2025-04-22 16:15:00,Medium,10
97,Copart,2025-04-22,Honda,Accord,2021,90817.0,7414,Cash,2025-04-22 18:13:00,Very High,4
98,Lithia Motors,2025-04-22,Chevrolet,Equinox,2022,37764.0,12124,Cash,2025-04-22 06:59:00,Medium,3
99,CarMax,2025-04-22,Chevrolet,Malibu,2016,24803.0,7725,Loan,2025-04-22 16:51:00,Low,9
100,Unknown,2025-04-22,Hyundai,Elantra,2017,67247.61111111111,15289,Credit,2025-04-22 13:36:00,High,8
101,Unknown,2025-04-23,Ford,Focus,2022,107542.0,23057,Loan,2025-04-23 07:35:00,Very High,3
102,Enterprise Holdings,2025-04-23,Honda,Civic,2017,24937.0,22720,Credit,2025-04-23 02:27:00,Low,8
103,Hertz Global Holdings,2025-04-23,Toyota,Camry,2015,116278.0,12991,Credit,2025-04-23 18:55:00,Very High,10
104,AutoNation,2025-04-24,Chevrolet,Malibu,2015,74786.0,6421,Credit,2025-04-24 02:23:00,High,10
105,Copart,2025-04-24,Chevrolet,Equinox,2023,51736.0,8352,Credit,2025-04-24 13:59:00,Medium,2
106,Avis Budget Group,2025-04-24,Chevrolet,Malibu,2023,14797.0,8735,Cash,2025-04-24 21:54:00,Low,2
107,Lithia Motors,2025-04-24,Ford,Focus,2020,64742.88888888889,16492,Loan,2025-04-24 05:30:00,High,5
108,Lithia Motors,2025-04-25,Ford,Escape,2019,21732.0,7010,Loan,2025-04-25 04:40:00,Low,6
109,Unknown,2025-04-25,Hyundai,Elantra,2015,40400.0,19029,Credit,2025-04-25 12:18:00,Medium,10
110,CarMax,2025-04-25,Honda,Accord,2016,91053.0,12756,Credit,2025-04-25 22:18:00,Very High,9
111,Copart,2025-04-25,Chevrolet,Cruze,2020,117569.0,12317,Credit,2025-04-25 04:15:00,Very High,5
112,Enterprise Holdings,2025-04-26,Honda,Civic,2023,82755.0,16403,Loan,2025-04-26 17:59:00,High,2
113,AutoNation,2025-04-26,Chevrolet,Equinox,2019,54181.0,9366,Cash,2025-04-26 17:52:00,Medium,6
114,Lithia Motors,2025-04-26,Honda,Accord,2015,10642.0,12826,Cash,2025-04-26 00:00:00,Low,10
115,Lithia Motors,2025-04-27,Toyota,Corolla,2017,103680.0,21702,Credit,2025-04-27 22:04:00,Very High,8
116,Manheim,2025-04-27,Honda,Civic,2017,68921.0,7891,Credit,2025-04-27 18:54:00,High,8
117,AutoNation,2025-04-27,Hyundai,Tucson,2023,56498.17647058824,5240,Credit,2025-04-27 12:22:00,Medium,2
118,Enterprise Holdings,2025-04-28,Chevrolet,Malibu,2017,79912.0,23382,Loan,2025-04-28 00:39:00,High,8
119,Hertz Global Holdings,2025-04-28,Chevrolet,Equinox,2018,50147.0,14786,Cash,2025-04-28 15:53:00,Medium,7
120,Unknown,2025-04-28,Honda,Civic,2020,109634.0,17696,Cash,2025-04-28 15:03:00,Very High,5
121,Penske Automotive,2025-04-28,Honda,CR-V,2020,63905.0,12774,Credit,2025-04-28 23:53:00,High,5
122,Penske Automotive,2025-04-29,Chevrolet,Cruze,2018,65553.0,7550,Loan,2025-04-29 14:57:00,High,7
123,CarMax,2025-04-29,Honda,Civic,2020,96340.0,16313,Cash,2025-04-29 14:04:00,Very High,5
124,Copart,2025-04-29,Hyundai,Tucson,2020,34519.0,17364,Cash,2025-04-29 06:14:00,Medium,5
125,Sonic Automotive,2025-04-29,Chevrolet,Malibu,2015,59057.0,21310,Loan,2025-04-29 06:34:00,Medium,10
126,Copart,2025-04-29,Toyota,Corolla,2020,27969.0,19750,Cash,2025-04-29 01:52:00,Low,5
127,Lithia Motors,2025-04-29,Ford,Fusion,2022,78830.0,9282,Credit,2025-04-29 23:02:00,High,3
128,Hertz Global Holdings,2025-04-30,Chevrolet,Cruze,2017,50203.0,11173,Unknown,2025-04-30 17:02:00,Medium,8
129,Hertz Global Holdings,2025-04-30,Toyota,Corolla,2019,71227.0,10070,Credit,2025-04-30 20:14:00,High,6
130,CarMax,2025-04-30,Hyundai,Elantra,2016,67247.61111111111,17718,Credit,2025-04-30 00:48:00,High,9
131,Copart,2025-04-30,Ford,Focus,2015,104007.0,22028,Credit,2025-04-30 04:30:00,Very High,10
132,Sonic Automotive,2025-04-30,Chevrolet,Cruze,2016,60782.0,20007,Loan,2025-04-30 04:09:00,High,9
133,Avis Budget Group,2025-04-30,Honda,Accord,2015,49819.0,13976,Loan,2025-04-30 09:01:00,Medium,10
134,Unknown,2025-05-01,Toyota,Camry,2023,68606.29411764706,11385,Credit,2025-05-01 21:01:00,High,2
135,Lithia Motors,2025-05-01,Chevrolet,Cruze,2016,65032.0,21141,Cash,2025-05-01 07:12:00,High,9
136,AutoNation,2025-05-01,Chevrolet,Malibu,2023,54828.0,9826,Cash,2025-05-01 22:25:00,Medium,2
137,Sonic Automotive,2025-05-02,Ford,Focus,2015,12128.0,8112,Loan,2025-05-02 00:44:00,Low,10
138,Sonic Automotive,2025-05-02,Honda,CR-V,2017,61409.9375,21539,Loan,2025-05-02 03:04:00,High,8
139,Sonic Automotive,2025-05-02,Ford,Fusion,2019,94156.0,24234,Loan,2025-05-02 17:12:00,Very High,6
140,Hertz Global Holdings,2025-05-03,Toyota,Camry,2022,68606.29411764706,14007,Loan,2025-05-03 02:33:00,High,3
141,Copart,2025-05-03,Hyundai,Santa Fe,2023,13994.0,16473,Cash,2025-05-03 11:39:00,Low,2
142,Unknown,2025-05-03,Honda,Civic,2019,74179.0,20380,Cash,2025-05-03 05:51:00,High,6
143,Hertz Global Holdings,2025-05-03,Honda,Accord,2016,80813.30434782608,20365,Credit,2025-05-03 05:27:00,High,9
144,Sonic Automotive,2025-05-04,Hyundai,Elantra,2017,97333.0,17487,Cash,2025-05-04 21:43:00,Very High,8
145,Hertz Global Holdings,2025-05-04,Chevrolet,Malibu,2015,97193.0,20919,Cash,2025-05-04 21:09:00,Very High,10
146,Enterprise Holdings,2025-05-04,Honda,CR-V,2020,82638.0,22297,Credit,2025-05-04 06:55:00,High,5
147,Sonic Automotive,2025-05-04,Ford,Escape,2018,100485.0,6337,Unknown,2025-05-04 11:17:00,Very High,7
148,Lithia Motors,2025-05-04,Honda,Accord,2016,80813.30434782608,9503,Cash,2025-05-04 00:45:00,High,9
149,AutoNation,2025-05-05,Chevrolet,Equinox,2015,11782.0,19482,Loan,2025-05-05 06:00:00,Low,10
150,Unknown,2025-05-05,Ford,Fusion,2016,67826.0,22008,Loan,2025-05-05 23:41:00,High,9
151,Sonic Automotive,2025-05-05,Ford,Focus,2018,118151.0,24305,Credit,2025-05-05 00:36:00,Very High,7
152,Manheim,2025-05-05,Honda,CR-V,2020,31570.0,22554,Cash,2025-05-05 16:40:00,Medium,5
153,Manheim,2025-05-05,Toyota,Camry,2016,68606.29411764706,22086,Loan,2025-05-05 14:54:00,High,9
154,Manheim,2025-05-05,Honda,Civic,2016,54524.0,21581,Unknown,2025-05-05 20:05:00,Medium,9
155,Hertz Global Holdings,2025-05-06,Honda,CR-V,2016,65336.0,13151,Cash,2025-05-06 03:17:00,High,9
156,AutoNation,2025-05-06,Hyundai,Santa Fe,2020,31187.0,13497,Cash,2025-05-06 00:00:00,Medium,5
157,Hertz Global Holdings,2025-05-06,Chevrolet,Cruze,2016,56413.0,16562,Credit,2025-05-06 11:06:00,Medium,9
158,Penske Automotive,2025-05-06,Ford,Escape,2022,113140.0,10199,Loan,2025-05-06 21:56:00,Very High,3
159,Copart,2025-05-06,Chevrolet,Cruze,2021,110098.0,13334,Cash,2025-05-06 03:03:00,Very High,4
160,AutoNation,2025-05-07,Hyundai,Santa Fe,2022,118051.0,8693,Cash,2025-05-07 13:35:00,Very High,3
161,Copart,2025-05-07,Chevrolet,Malibu,2018,57177.0,22634,Cash,2025-05-07 04:12:00,Medium,7
162,AutoNation,2025-05-07,Hyundai,Tucson,2019,12207.0,18742,Credit,2025-05-07 02:24:00,Low,6
163,Penske Automotive,2025-05-08,Ford,Focus,2015,59547.0,9968,Cash,2025-05-08 21:44:00,Medium,10
164,Unknown,2025-05-08,Hyundai,Santa Fe,2017,103926.0,13615,Credit,2025-05-08 17:13:00,Very High,8
165,Copart,2025-05-08,Ford,Escape,2019,61596.846153846156,19498,Cash,2025-05-08 00:31:00,High,6
166,Penske Automotive,2025-05-08,Toyota,RAV4,2019,18776.0,9116,Loan,2025-05-08 19:10:00,Low,6
167,CarMax,2025-05-08,Ford,Focus,2022,89659.0,11321,Unknown,2025-05-08 04:28:00,High,3
168,Penske Automotive,2025-05-09,Chevrolet,Malibu,2020,74308.0,8880,Credit,2025-05-09 09:18:00,High,5
169,Copart,2025-05-09,Hyundai,Santa Fe,2018,96157.0,11647,Loan,2025-05-09 13:50:00,Very High,7
170,Copart,2025-05-09,Toyota,Camry,2017,68606.29411764706,22942,Credit,2025-05-09 19:19:00,High,8
171,Avis Budget Group,2025-05-09,Honda,Civic,2021,38120.0,17295,Credit,2025-05-09 09:06:00,Medium,4
172,Unknown,2025-05-09,Ford,Escape,2020,42505.0,19525,Loan,2025-05-09 20:00:00,Medium,5
173,Unknown,2025-05-09,Chevrolet,Malibu,2017,61301.0,16921,Loan,2025-05-09 12:18:00,High,8
174,Hertz Global Holdings,2025-05-10,Toyota,Camry,2018,22988.0,24316,Credit,2025-05-10 02:05:00,Low,7
175,Sonic Automotive,2025-05-10,Hyundai,Tucson,2021,80305.0,17718,Cash,2025-05-10 21:09:00,High,4
176,Sonic Automotive,2025-05-10,Honda,Accord,2021,82441.0,23675,Loan,2025-05-10 09:40:00,High,4
177,Unknown,2025-05-11,Honda,Civic,2015,105019.0,19837,Unknown,2025-05-11 08:41:00,Very High,10
178,Hertz Global Holdings,2025-05-11,Hyundai,Elantra,2017,34628.0,17952,Cash,2025-05-11 09:56:00,Medium,8
179,Hertz Global Holdings,2025-05-11,Honda,Accord,2022,102744.0,24541,Credit,2025-05-11 15:50:00,Very High,3
180,Enterprise Holdings,2025-05-11,Honda,CR-V,2018,58646.0,24889,Cash,2025-05-11 02:53:00,Medium,7
181,Penske Automotive,2025-05-11,Toyota,Camry,2017,16481.0,6942,Credit,2025-05-11 11:45:00,Low,8
182,CarMax,2025-05-12,Hyundai,Elantra,2020,65740.0,20604,Credit,2025-05-12 11:45:00,High,5
183,Lithia Motors,2025-05-12,Honda,Civic,2018,11791.0,23868,Loan,2025-05-12 20:44:00,Low,7
184,Unknown,2025-05-12,Chevrolet,Equinox,2020,36756.0,9395,Cash,2025-05-12 06:47:00,Medium,5
185,Avis Budget Group,2025-05-13,Ford,Focus,2023,11505.0,17711,Credit,2025-05-13 08:22:00,Low,2
186,Manheim,2025-05-13,Ford,Focus,2015,92984.0,11454,Loan,2025-05-13 21:44:00,Very High,10
187,Sonic Automotive,2025-05-13,Honda,Accord,2018,15342.0,14119,Credit,2025-05-13 08:55:00,Low,7
188,Manheim,2025-05-13,Honda,Accord,2022,86598.0,17078,Loan,2025-05-13 18:10:00,High,3
189,Unknown,2025-05-13,Toyota,Camry,2021,117207.0,16885,Loan,2025-05-13 10:02:00,Very High,4
190,Copart,2025-05-13,Toyota,Corolla,2020,62613.0,6374,Credit,2025-05-13 08:14:00,High,5
191,Sonic Automotive,2025-05-14,Honda,CR-V,2023,89402.0,16134,Credit,2025-05-14 08:32:00,High,2
192,Copart,2025-05-14,Honda,CR-V,2016,56047.0,20837,Cash,2025-05-14 23:04:00,Medium,9
193,Manheim,2025-05-14,Ford,Escape,2019,85221.0,15282,Credit,2025-05-14 11:56:00,High,6
194,Manheim,2025-05-15,Honda,Accord,2022,62285.0,24582,Loan,2025-05-15 20:55:00,High,3
195,CarMax,2025-05-15,Hyundai,Tucson,2020,73889.0,21327,Unknown,2025-05-15 10:33:00,High,5
196,Unknown,2025-05-15,Hyundai,Elantra,2017,84893.0,12983,Cash,2025-05-15 21:33:00,High,8
197,AutoNation,2025-05-16,Chevrolet,Cruze,2015,40041.0,13159,Cash,2025-05-16 01:03:00,Medium,10
198,Lithia Motors,2025-05-16,Honda,Civic,2015,56058.0,11048,Credit,2025-05-16 11:36:00,Medium,10
199,Sonic Automotive,2025-05-16,Chevrolet,Equinox,2018,59276.0,13193,Credit,2025-05-16 08:20:00,Medium,7
200,Unknown,2025-05-16,Ford,Focus,2017,44273.0,7084,Cash,2025-05-16 00:34:00,Medium,8
201,CarMax,2025-05-16,Chevrolet,Cruze,2023,33671.0,5262,Loan,2025-05-16 16:16:00,Medium,2
202,Avis Budget Group,2025-05-17,Chevrolet,Malibu,2019,116056.0,15149,Cash,2025-05-17 15:05:00,Very High,6
203,Hertz Global Holdings,2025-05-17,Ford,Focus,2020,101391.0,20118,Unknown,2025-05-17 06:20:00,Very High,5
204,Enterprise Holdings,2025-05-17,Chevrolet,Cruze,2018,63443.0,22096,Cash,2025-05-17 13:53:00,High,7
205,Enterprise Holdings,2025-05-17,Honda,CR-V,2018,13862.0,13711,Cash,2025-05-17 19:34:00,Low,7
206,Lithia Motors,2025-05-18,Toyota,Camry,2017,68231.0,14874,Credit,2025-05-18 10:17:00,High,8
207,Lithia Motors,2025-05-18,Ford,Focus,2015,45243.0,24447,Loan,2025-05-18 13:07:00,Medium,10
208,Unknown,2025-05-18,Chevrolet,Cruze,2015,41555.0,17057,Credit,2025-05-18 16:06:00,Medium,10
209,Avis Budget Group,2025-05-19,Ford,Fusion,2021,84836.0,8986,Credit,2025-05-19 08:03:00,High,4
210,Sonic Automotive,2025-05-19,Honda,Civic,2021,77451.0,17641,Cash,2025-05-19 17:43:00,High,4
211,Copart,2025-05-19,Hyundai,Tucson,2022,46576.0,6469,Cash,2025-05-19 08:03:00,Medium,3
212,Avis Budget Group,2025-05-19,Hyundai,Tucson,2018,58909.0,17040,Cash,2025-05-19 21:33:00,Medium,7
213,Enterprise Holdings,2025-05-19,Toyota,RAV4,2020,43221.0,24339,Loan,2025-05-19 05:59:00,Medium,5
214,Copart,2025-05-19,Honda,Accord,2023,82242.0,18672,Credit,2025-05-19 11:47:00,High,2
215,Penske Automotive,2025-05-20,Toyota,Camry,2022,61659.0,12626,Loan,2025-05-20 17:51:00,High,3
216,Manheim,2025-05-20,Toyota,RAV4,2021,73298.0,18245,Credit,2025-05-20 03:08:00,High,4
217,Manheim,2025-05-20,Honda,CR-V,2016,22917.0,13114,Credit,2025-05-20 20:51:00,Low,9
218,Sonic Automotive,2025-05-21,Honda,Civic,2015,39678.0,22695,Credit,2025-05-21 00:37:00,Medium,10
219,Sonic Automotive,2025-05-21,Toyota,Camry,2019,65860.0,13469,Loan,2025-05-21 14:20:00,High,6
220,Lithia Motors,2025-05-21,Toyota,RAV4,2022,36078.0,21328,Unknown,2025-05-21 01:41:00,Medium,3
221,Hertz Global Holdings,2025-05-21,Chevrolet,Cruze,2022,42308.0,7852,Credit,2025-05-21 12:04:00,Medium,3
222,Copart,2025-05-21,Honda,Civic,2018,67686.92857142857,18792,Cash,2025-05-21 14:53:00,High,7
223,Enterprise Holdings,2025-05-22,Honda,Civic,2016,67686.92857142857,18572,Cash,2025-05-22 20:05:00,High,9
224,Manheim,2025-05-22,Honda,CR-V,2021,80650.0,7974,Credit,2025-05-22 15:50:00,High,4
225,Enterprise Holdings,2025-05-22,Chevrolet,Malibu,2015,38611.0,20802,Loan,2025-05-22 21:01:00,Medium,10
226,Penske Automotive,2025-05-22,Toyota,Corolla,2015,44351.0,12538,Credit,2025-05-22 16:50:00,Medium,10
227,Sonic Automotive,2025-05-22,Ford,Escape,2018,14853.0,12569,Loan,2025-05-22 06:12:00,Low,7
228,CarMax,2025-05-23,Ford,Escape,2016,61596.846153846156,8363,Loan,2025-05-23 01:52:00,High,9
229,Avis Budget Group,2025-05-23,Toyota,Camry,2015,18632.0,12912,Loan,2025-05-23 14:27:00,Low,10
230,Copart,2025-05-23,Honda,Civic,2020,98757.0,9876,Loan,2025-05-23 22:14:00,Very High,5
231,Manheim,2025-05-23,Ford,Focus,2020,25666.0,5767,Credit,2025-05-23 00:22:00,Low,5
232,Enterprise Holdings,2025-05-23,Chevrolet,Cruze,2018,75832.0,21439,Loan,2025-05-23 12:38:00,High,7
233,CarMax,2025-05-24,Toyota,RAV4,2018,65959.0,9517,Cash,2025-05-24 06:45:00,High,7
234,Copart,2025-05-24,Toyota,Camry,2022,96681.0,21160,Credit,2025-05-24 23:47:00,Very High,3
